;App_id;24_Hour_Peak;All_time_peak
272;1791610;Invalid;Invalid
273;1954200;Invalid;Invalid
274;2060130;Invalid;Invalid
275;1594320;Invalid;Invalid
276;1684660;Invalid;Invalid
277;1972710;Invalid;Invalid
278;1070790;Invalid;Invalid
279;1972440;Invalid;Invalid
280;950620;Invalid;Invalid
281;1621690;Invalid;Invalid
282;1309000;Invalid;Invalid
283;1975360;Invalid;Invalid
284;2062930;Invalid;Invalid
285;1457220;Invalid;Invalid
286;1808400;Invalid;Invalid
287;2165610;Invalid;Invalid
288;1927740;Invalid;Invalid
289;1572920;Invalid;Invalid
290;1338580;Invalid;Invalid
291;1921900;Invalid;Invalid
292;2091250;Invalid;Invalid
293;1720850;Invalid;Invalid
294;1769170;Invalid;Invalid
295;1600900;Invalid;Invalid
296;1135810;Invalid;Invalid
297;1689910;Invalid;Invalid
298;1986880;Invalid;Invalid
299;1850550;Invalid;Invalid
300;1732750;Invalid;Invalid
301;1592670;Invalid;Invalid
302;1766740;Invalid;Invalid
303;1182900;Invalid;Invalid
304;2173570;Invalid;Invalid
305;1570010;Invalid;Invalid
306;1722520;Invalid;Invalid
